,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,541,,,,,,,,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,
659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,23,,,,,,,,,,,,,,,
,,,,,,,11,,,,,,,,,,,,,,,,
,,,,,,,20,,,,,,,20,20,20,20,20,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702
,,,,,,,,,,,,,,,,,,,,,,,
190,190,190,190,190,,190,190,190,190,190,190,,190,190,190,190,190,190,190,,190,190,190
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,686,,,,,,,,,,,,,,,,,
,,,,,,347,,,,,,,,347,,347,,347,,,,,
,,,,,,,997,,,,,,,,,,,,,,,,
76,76,76,76,76,,76,76,76,76,76,76,,76,76,76,76,76,76,76,,76,76,76
,,,,,,,,2,,,,,,,,2,2,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,,,,,,,,,3,3,,,,,
,,,,,,,110,,,,,,,,,,,,,,,,
,,,,,,,,12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6,,,,,,,,,,6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
524,524,524,524,524,,524,524,524,524,524,524,524,524,524,524,524,524,524,524,,524,524,524
,9385,,,,,,,,,,,,,,,,,,,,,,
776,776,776,776,776,,776,776,776,776,776,776,776,776,776,776,776,776,776,776,,776,776,776
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13,,,,,,,13,13,13,13,13,,,,,
,,,,,,,,17,,,,,,,,,,,,,,,
,,,,,,,,12,,,,,,,,,,,,,,,
,,,,,,,74,,,,,,,,,,,,,,,,
13,13,13,13,13,,13,13,13,13,13,13,,13,13,13,13,13,13,13,,13,13,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,43,,,,,,,,43,,43,,,,,,
,,,,,,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,12,,12,,,,12,,12,,12,,,,,,
,,,,,,,,18,,,,,,,,,,,,,,,
,,,,,,,,34,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651
721,721,721,721,721,,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721
,,,,,,,,8,,,,,,,,,,8,,,,,
,,,,,,,125,,,,,,,,,,,,,,,,
,,,,,,,6,,,,,,,,,,,,,,,,
,,,,,,,180,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,36,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,2081,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,16,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
103,103,103,103,103,,103,103,103,103,103,103,,103,103,103,103,103,103,103,,103,103,103
,,,,,,,,45,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
372,372,372,372,372,,372,372,372,372,372,372,,372,372,372,372,372,372,372,,372,372,372
,,,,,,,,7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
553,553,553,553,553,,553,553,553,553,553,553,553,553,553,553,553,553,553,553,,553,553,553
,,,,,,,47,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,12,,,,,,,,,,,,,,,
,,,,,,,8,,,,,,,8,,8,,8,,,,,
1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389
,,,,,,,5,,,,,,,,5,,5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
121,121,121,121,121,,121,121,121,121,121,121,,121,121,121,121,121,121,121,,121,121,121
171,171,171,171,171,,171,171,171,171,171,171,,171,171,171,171,171,171,171,,171,171,171
,,,,,,,,,,,,,,,,,,,,,,,
115,115,115,115,115,,115,115,115,115,115,115,,115,115,115,115,115,115,115,,115,115,115
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62,,,,,,,,,,,62,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,49,49,49,49,49,,,49,,
,,,,,,,445,,,,,,,,,,,,,,,,
,,,,,,,7,,,,,,,7,,7,,7,,,,,
,,,,,,,,11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,55,,,,,,,,,,,,,,,,
,,,,,,,,24,,,,,,,,,,,,,,,
,,,,,,,42,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,22,,,,,,,,,,,22,,,,,
,,,,,,,,73,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,15,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,12,,,,,,,,,,12,12,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,14,,,,,,,,,,,,,,,
11,,,,,,,11,,11,,,,11,,11,,11,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,122,,,,,,,,,,,,,,,,
,,8344,,,,,,,,8344,8344,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,1,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,16,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
